sim,time,S,I,R
11,7.5,9.897645607421653,37.22971387949342,52.87264051308488
11,7.6000000000000005,9.433693200015583,36.59137759982298,53.97492920016139
11,7.7,8.999018058677125,35.942982678769575,55.057999262553246
11,7.800000000000001,8.59165973860739,35.28675621921633,56.12158404217623
11,7.9,8.20977818942687,34.624741193500725,57.165480617072355
11,8,7.851649803767644,33.958805755506546,58.189544440725754
11,8.1,7.515662816960479,33.290652918077086,59.193684264962386
11,8.200000000000001,7.200312266225541,32.621830378507724,60.17785735526669
11,8.3,6.904194671674394,31.953740329227266,61.142064999098295
11,8.4,6.626002577219604,31.287649117249035,62.08634830553131
11,8.5,6.364519057096274,30.624696653196807,63.01078428970687
11,8.6,6.1186122725503544,29.965905493946092,63.915482233503504
11,8.700000000000001,5.887230143581309,29.31218954445294,64.8005803119657
11,8.8,5.66939518372772,28.664362342878725,65.6662424733935
11,8.9,5.464199532761831,28.0231449068735,66.5126555603646
11,9,5.270800211240442,27.3891731304025,67.340026658357
11,9.1,5.088414612061409,26.76300472941242,68.14858065852611
11,9.200000000000001,4.9163162371486395,26.145125741627858,68.93855802122344
11,9.3,4.753830681875755,25.53595659103817,69.71021272708603
11,9.4,4.600331865569195,24.935857731524223,70.46381040290653
11,9.5,4.4552385031896256,24.345134886843947,71.19962660996637
11,9.600000000000001,4.318010810888682,23.76404390605178,71.91794528305948
11,9.700000000000001,4.188147436418991,23.192795254559094,72.61905730902185
11,9.8,4.0651826042045345,22.63155816159986,73.30325923419554
11,9.9,3.948683464144891,22.080464444977128,73.97085209087791
11,10,3.838247632837522,21.53961203373422,74.62214033342819
12,0,99,1,0
12,0.1,98.85348594783733,1.1149275161245076,0.03158653603816063
12,0.2,98.69040642227058,1.2427940851685422,0.06679949256086856
12,0.30000000000000004,98.50896196021739,1.3849916787436038,0.10604636103898656
12,0.4,98.30717875463841,1.5430437312183978,0.14977751414317264
12,0.5,98.08288960586759,1.7186187187417992,0.19849167539059268
12,0.6000000000000001,97.83372180221016,1.9135380445811327,0.25274015320869736
12,0.7000000000000001,97.55709002608923,2.129779847458278,0.3131301264524958
12,0.8,97.25017946923701,2.3694897016130545,0.38033082914992833
12,0.9,96.90993767570527,2.634984403676731,0.45507792061800123
12,1,96.53306506751885,2.9287556255382485,0.5381793069429042
12,1.1,96.11601063503912,3.253469435732522,0.6305199292283595
12,1.2000000000000002,95.65497077108319,3.6119623500687195,0.733066878848094
12,1.3,95.14589255541314,4.007232895018427,0.8468745495684427
12,1.4000000000000001,94.5844837795489,4.442426977311965,0.9730892431391202
12,1.5,93.96623051929366,4.920816208072626,1.1129532726337
12,1.6,93.28642441272176,5.445767323274131,1.2678082640041066
12,1.7000000000000002,92.54020028049088,6.020702278631804,1.4390974408773167
12,1.8,91.72258634028493,6.649047104963841,1.6283665547512176
